id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,production_companies,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,cast,director,features_text
14113,Zoom,MOVIE,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. Based on Jason Lethcoe's graphic novel ""Zoom's Academy for the Super Gifted"".",2006,,83.0,"[""Family"", ""Fantasy"", ""Comedy""]",[],,"[""Columbia Pictures"", ""Revolution Studios""]",,0,0,10.304172,4.9,[],Peter Hewitt,"Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. Based on Jason Lethcoe's graphic novel ""Zoom's Academy for the Super Gifted"". Jack Shepard is an out-of-shape auto shop owner, far removed from the man who once protected the world's freedom. Reluctantly called back into action by the government, Jack is tasked with turning a rag tag group of kids with special powers into a new generation of superheroes to save the world from certain destruction. Based on Jason Lethcoe's graphic novel ""Zoom's Academy for the Super Gifted"". [""Family"", ""Fantasy"", ""Comedy""] [""Family"", ""Fantasy"", ""Comedy""] [""Family"", ""Fantasy"", ""Comedy""] [""Columbia Pictures"", ""Revolution Studios""] [""Columbia Pictures"", ""Revolution Studios""] [] Peter Hewitt Zoom"
285783,The Walk,MOVIE,The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974.,2015,,123.0,"[""Adventure"", ""Drama"", ""Thriller""]",[],,"[""TriStar Pictures"", ""Sony Pictures Entertainment"", ""ImageMovers""]",,0,0,37.335721,6.9,[],,"The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974. The story of French high-wire artist Philippe Petit's attempt to cross the Twin Towers of the World Trade Center in 1974. [""Adventure"", ""Drama"", ""Thriller""] [""Adventure"", ""Drama"", ""Thriller""] [""Adventure"", ""Drama"", ""Thriller""] [""TriStar Pictures"", ""Sony Pictures Entertainment"", ""ImageMovers""] [""TriStar Pictures"", ""Sony Pictures Entertainment"", ""ImageMovers""] [] nan The Walk"
49478,Warriors of Virtue,MOVIE,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",1997,,103.0,"[""Fantasy"", ""Family"", ""Action""]",[],,"[""China Film Co-Production Corporation"", ""Metro-Goldwyn-Mayer (MGM)"", ""Law Brothers Entertainment"", ""IJL Creations""]",,0,0,0.912395,4.7,"[""Angus Macfadyen"", ""Mario Yedidia"", ""Marley Shelton"", ""Chao Li Chi""]",Ronny Yu,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao. A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao. [""Fantasy"", ""Family"", ""Action""] [""Fantasy"", ""Family"", ""Action""] [""Fantasy"", ""Family"", ""Action""] [""China Film Co-Production Corporation"", ""Metro-Goldwyn-Mayer (MGM)"", ""Law Brothers Entertainment"", ""IJL Creations""] [""China Film Co-Production Corporation"", ""Metro-Goldwyn-Mayer (MGM)"", ""Law Brothers Entertainment"", ""IJL Creations""] [""Angus Macfadyen"", ""Mario Yedidia"", ""Marley Shelton"", ""Chao Li Chi""] Ronny Yu Warriors of Virtue"
9726,A Good Year,MOVIE,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers.",2006,,118.0,"[""Comedy"", ""Drama"", ""Romance""]",[],,"[""Fox 2000 Pictures"", ""Scott Free Productions""]",,0,0,16.782471,6.5,[],Ridley Scott,"Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers. Failed London banker Max Skinner inherits his uncle's vineyard in Provence, where he spent many childhood holidays. Upon his arrival, he meets a woman from California who tells Max she is his long-lost cousin and that the property is hers. [""Comedy"", ""Drama"", ""Romance""] [""Comedy"", ""Drama"", ""Romance""] [""Comedy"", ""Drama"", ""Romance""] [""Fox 2000 Pictures"", ""Scott Free Productions""] [""Fox 2000 Pictures"", ""Scott Free Productions""] [] Ridley Scott A Good Year"
20763,Radio Flyer,MOVIE,"A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety.",1992,,114.0,"[""Drama""]",[],,"[""Columbia Pictures"", ""Stonebridge Entertainment"", ""Donner/Shuler-Donner Productions""]",,0,0,3.503408,6.6,[],Richard Donner,"A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety. A father reminisces about his childhood when he and his younger brother moved to a new town with their mother, her new husband and their dog, Shane. When the younger brother is subjected to physical abuse at the hands of their brutal stepfather, Mike decides to convert their toy trolley, the ""Radio Flyer"", into a plane to fly him to safety. [""Drama""] [""Drama""] [""Drama""] [""Columbia Pictures"", ""Stonebridge Entertainment"", ""Donner/Shuler-Donner Productions""] [""Columbia Pictures"", ""Stonebridge Entertainment"", ""Donner/Shuler-Donner Productions""] [] Richard Donner Radio Flyer"
9702,Bound by Honor,MOVIE,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",1993,,180.0,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]",[],,"[""Hollywood Pictures""]",,0,0,9.122828,7.7,"[""Damian Chapa"", ""Jesse Borrego"", ""Benjamin Bratt"", ""Enrique Castillo"", ""Victor Rivers"", ""Delroy Lindo"", ""Tom Towles"", ""Carlos Carrasco"", ""Teddy Wilson"", ""Raymond Cruz"", ""Valente Rodriguez"", ""Lanny Flaherty"", ""Billy Bob Thornton"", ""Geoffrey Rivas"", ""Karmin Murcelo""]",Taylor Hackford,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo. Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo. [""Action"", ""Crime"", ""Drama"", ""Thriller""] [""Action"", ""Crime"", ""Drama"", ""Thriller""] [""Action"", ""Crime"", ""Drama"", ""Thriller""] [""Hollywood Pictures""] [""Hollywood Pictures""] [""Damian Chapa"", ""Jesse Borrego"", ""Benjamin Bratt"", ""Enrique Castillo"", ""Victor Rivers"", ""Delroy Lindo"", ""Tom Towles"", ""Carlos Carrasco"", ""Teddy Wilson"", ""Raymond Cruz"", ""Valente Rodriguez"", ""Lanny Flaherty"", ""Billy Bob Thornton"", ""Geoffrey Rivas"", ""Karmin Murcelo""] Taylor Hackford Bound by Honor"
9311,Smilla's Sense of Snow,MOVIE,"Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear.",1997,,121.0,"[""Action"", ""Crime"", ""Drama"", ""Mystery"", ""Thriller""]",[],,"[""Fox Searchlight Pictures"", ""Bavaria Film""]",,0,0,5.419181,6.6,"[""Julia Ormond"", ""Gabriel Byrne"", ""Richard Harris"", ""Jim Broadbent"", ""Tom Wilkinson"", ""Robert Loggia"", ""Vanessa Redgrave"", ""Bob Peck"", ""David Hayman"", ""Peter Capaldi"", ""Mario Adorf"", ""Erik Holmey"", ""Matthew Marsh"", ""J\u00fcrgen Vogel"", ""Charlotte Bradley"", ""Ona Fletcher"", ""Agga Olsen"", ""Patrick Field"", ""Clipper Miano""]",Bille August,"Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear. Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear. [""Action"", ""Crime"", ""Drama"", ""Mystery"", ""Thriller""] [""Action"", ""Crime"", ""Drama"", ""Mystery"", ""Thriller""] [""Action"", ""Crime"", ""Drama"", ""Mystery"", ""Thriller""] [""Fox Searchlight Pictures"", ""Bavaria Film""] [""Fox Searchlight Pictures"", ""Bavaria Film""] [""Julia Ormond"", ""Gabriel Byrne"", ""Richard Harris"", ""Jim Broadbent"", ""Tom Wilkinson"", ""Robert Loggia"", ""Vanessa Redgrave"", ""Bob Peck"", ""David Hayman"", ""Peter Capaldi"", ""Mario Adorf"", ""Erik Holmey"", ""Matthew Marsh"", ""J\u00fcrgen Vogel"", ""Charlotte Bradley"", ""Ona Fletcher"", ""Agga Olsen"", ""Patrick Field"", ""Clipper Miano""] Bille August Smilla's Sense of Snow"
9280,Femme Fatale,MOVIE,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.",2002,,114.0,"[""Thriller"", ""Crime"", ""Romance""]",[],,"[""Epsilon Motion Pictures"", ""Quinta Communications""]",,0,0,9.07278,6.2,"[""Rebecca Romijn"", ""Antonio Banderas"", ""Peter Coyote"", ""Rie Rasmussen"", ""Gregg Henry"", ""Eriq Ebouaney"", ""Edouard Montoute"", ""Thierry Fr\u00e9mont"", ""Jo Prestia"", ""Fiona Curzon"", ""Daniel Milgram"", ""Jean-Marc Min\u00e9o"", ""Salvatore Ingoglia"", ""Bart De Palma"", ""Sandrine Bonnaire"", ""R\u00e9gis Wargnier"", ""Gilles Jacob"", ""Jean Chatel"", ""Eva Darlan""]",Brian De Palma,"A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her. A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her. [""Thriller"", ""Crime"", ""Romance""] [""Thriller"", ""Crime"", ""Romance""] [""Thriller"", ""Crime"", ""Romance""] [""Epsilon Motion Pictures"", ""Quinta Communications""] [""Epsilon Motion Pictures"", ""Quinta Communications""] [""Rebecca Romijn"", ""Antonio Banderas"", ""Peter Coyote"", ""Rie Rasmussen"", ""Gregg Henry"", ""Eriq Ebouaney"", ""Edouard Montoute"", ""Thierry Fr\u00e9mont"", ""Jo Prestia"", ""Fiona Curzon"", ""Daniel Milgram"", ""Jean-Marc Min\u00e9o"", ""Salvatore Ingoglia"", ""Bart De Palma"", ""Sandrine Bonnaire"", ""R\u00e9gis Wargnier"", ""Gilles Jacob"", ""Jean Chatel"", ""Eva Darlan""] Brian De Palma Femme Fatale"
26843,Lion of the Desert,MOVIE,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",1981,,173.0,"[""Action"", ""History"", ""War""]",[],,"[""Falcon International Productions""]",,0,0,2.864979,7.4,[],Moustapha Akkad,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives. This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives. [""Action"", ""History"", ""War""] [""Action"", ""History"", ""War""] [""Action"", ""History"", ""War""] [""Falcon International Productions""] [""Falcon International Productions""] [] Moustapha Akkad Lion of the Desert"
11876,The Horseman on the Roof,MOVIE,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband.",1995,,135.0,"[""War"", ""Adventure"", ""Drama"", ""Romance""]",[],,"[""France 2 Cinéma"", ""Hachette Première"", ""Canal+""]",,0,0,2.877488,6.7,"[""Juliette Binoche"", ""Olivier Martinez"", ""Pierre Arditi"", ""Fran\u00e7ois Cluzet"", ""G\u00e9rard Depardieu"", ""Jean Yanne"", ""Isabelle Carr\u00e9"", ""Claudio Amendola"", ""Christiane Cohendy"", ""Tony Lemiere"", ""Carlo Cecchi"", ""Laura Marinoni"", ""Paul Freeman"", ""Yolande Moreau"", ""Daniel Russo"", ""Fran\u00e7oise Hubert"", ""Richard Sammel"", ""Georges Neri"", ""Herv\u00e9 Pierre"", ""Marie Albe"", ""Antonin Lebas-Joly"", ""Jacques Sereys"", ""Elisabeth Margoni"", ""Christophe Odent"", ""Jean-Marie Winling"", ""Michel Bellier"", ""St\u00e9phane Boucher"", ""Yvonne Gamy"", ""Jo\u00eblle Sevilla""]",Jean-Paul Rappeneau,"In a time of war and disease, a young officer gallantly tries to help a young woman find her husband. In a time of war and disease, a young officer gallantly tries to help a young woman find her husband. [""War"", ""Adventure"", ""Drama"", ""Romance""] [""War"", ""Adventure"", ""Drama"", ""Romance""] [""War"", ""Adventure"", ""Drama"", ""Romance""] [""France 2 Cinéma"", ""Hachette Première"", ""Canal+""] [""France 2 Cinéma"", ""Hachette Première"", ""Canal+""] [""Juliette Binoche"", ""Olivier Martinez"", ""Pierre Arditi"", ""Fran\u00e7ois Cluzet"", ""G\u00e9rard Depardieu"", ""Jean Yanne"", ""Isabelle Carr\u00e9"", ""Claudio Amendola"", ""Christiane Cohendy"", ""Tony Lemiere"", ""Carlo Cecchi"", ""Laura Marinoni"", ""Paul Freeman"", ""Yolande Moreau"", ""Daniel Russo"", ""Fran\u00e7oise Hubert"", ""Richard Sammel"", ""Georges Neri"", ""Herv\u00e9 Pierre"", ""Marie Albe"", ""Antonin Lebas-Joly"", ""Jacques Sereys"", ""Elisabeth Margoni"", ""Christophe Odent"", ""Jean-Marie Winling"", ""Michel Bellier"", ""St\u00e9phane Boucher"", ""Yvonne Gamy"", ""Jo\u00eblle Sevilla""] Jean-Paul Rappeneau The Horseman on the Roof"
22267,Ride with the Devil,MOVIE,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor.",1999,,138.0,"[""Drama"", ""War"", ""Romance"", ""Western""]",[],,"[""Universal Pictures"", ""Good Machine""]",,0,0,5.516207,6.6,"[""Tobey Maguire"", ""Skeet Ulrich"", ""Jeffrey Wright"", ""Jewel"", ""Jonathan Rhys Meyers"", ""Jim Caviezel"", ""Simon Baker"", ""Mark Ruffalo"", ""Tom Wilkinson"", ""John Judd"", ""Don Shanks""]",Ang Lee,"Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor. Ride with the Devil follows four people who are fighting for truth and justice amidst the turmoil of the American Civil War. Director Ang Lee takes us to a no man's land on the Missouri/Kansas border where a staunch loyalist, an immigrant's son, a freed slave, and a young widow form an unlikely friendship as they learn how to survive in an uncertain time. In a place without rules and redefine the meaning of bravery and honor. [""Drama"", ""War"", ""Romance"", ""Western""] [""Drama"", ""War"", ""Romance"", ""Western""] [""Drama"", ""War"", ""Romance"", ""Western""] [""Universal Pictures"", ""Good Machine""] [""Universal Pictures"", ""Good Machine""] [""Tobey Maguire"", ""Skeet Ulrich"", ""Jeffrey Wright"", ""Jewel"", ""Jonathan Rhys Meyers"", ""Jim Caviezel"", ""Simon Baker"", ""Mark Ruffalo"", ""Tom Wilkinson"", ""John Judd"", ""Don Shanks""] Ang Lee Ride with the Devil"
45958,Biutiful,MOVIE,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",2010,,148.0,"[""Drama""]",[],,"[""Ikiru Films"", ""Mod Producciones"", ""Televisión Española (TVE)"", ""Menageatroz"", ""Televisió de Catalunya (TV3)"", ""Focus Features""]",,0,0,13.930763,7.0,[],Alejandro González Iñárritu,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever. This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever. [""Drama""] [""Drama""] [""Drama""] [""Ikiru Films"", ""Mod Producciones"", ""Televisión Española (TVE)"", ""Menageatroz"", ""Televisió de Catalunya (TV3)"", ""Focus Features""] [""Ikiru Films"", ""Mod Producciones"", ""Televisión Española (TVE)"", ""Menageatroz"", ""Televisió de Catalunya (TV3)"", ""Focus Features""] [] Alejandro González Iñárritu Biutiful"
1969,Bandidas,MOVIE,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.",2006,,93.0,"[""Action"", ""Comedy"", ""Western"", ""Crime""]",[],,"[""Ultra Films"", ""TF1 Films Production"", ""Canal+"", ""TPS Star"", ""EuropaCorp"", ""A.J.O.Z. Films""]",,0,0,20.27704,5.8,[],"Joachim Rønning,Espen Sandberg","Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists. Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists. [""Action"", ""Comedy"", ""Western"", ""Crime""] [""Action"", ""Comedy"", ""Western"", ""Crime""] [""Action"", ""Comedy"", ""Western"", ""Crime""] [""Ultra Films"", ""TF1 Films Production"", ""Canal+"", ""TPS Star"", ""EuropaCorp"", ""A.J.O.Z. Films""] [""Ultra Films"", ""TF1 Films Production"", ""Canal+"", ""TPS Star"", ""EuropaCorp"", ""A.J.O.Z. Films""] [] Joachim Rønning,Espen Sandberg Bandidas"
310706,Black Water Transit,MOVIE,"In this action thriller set in post-Katrina New Orleans, business owner Jack Vermillion (Laurence Fishburne) is struggling to run a legitimate shipping company while bad guy Ernest Pike (Karl Urban) is struggling to get his family's illegal gun collection out of the country. When their paths collide, Jack realizes that exposing Pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly.",2009,,100.0,"[""Drama"", ""Crime""]",[],,"[""Capitol Films""]",,0,0,0.126738,0.0,[],Tony Kaye,"In this action thriller set in post-Katrina New Orleans, business owner Jack Vermillion (Laurence Fishburne) is struggling to run a legitimate shipping company while bad guy Ernest Pike (Karl Urban) is struggling to get his family's illegal gun collection out of the country. When their paths collide, Jack realizes that exposing Pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly. In this action thriller set in post-Katrina New Orleans, business owner Jack Vermillion (Laurence Fishburne) is struggling to run a legitimate shipping company while bad guy Ernest Pike (Karl Urban) is struggling to get his family's illegal gun collection out of the country. When their paths collide, Jack realizes that exposing Pike might get him just the sway he needs to persuade law enforcement officials to treat his imprisoned son kindly. [""Drama"", ""Crime""] [""Drama"", ""Crime""] [""Drama"", ""Crime""] [""Capitol Films""] [""Capitol Films""] [] Tony Kaye Black Water Transit"
198663,The Maze Runner,MOVIE,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape.",2014,,113.0,"[""Action"", ""Mystery"", ""Science Fiction"", ""Thriller""]",[],,"[""Ingenious Media"", ""Twentieth Century Fox Film Corporation"", ""Gotham Group"", ""Dayday Films"", ""Temple Hill Entertainment"", ""TSG Entertainment""]",,0,0,131.815575,7.0,[],,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape. Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow ""runners"" for a shot at escape. [""Action"", ""Mystery"", ""Science Fiction"", ""Thriller""] [""Action"", ""Mystery"", ""Science Fiction"", ""Thriller""] [""Action"", ""Mystery"", ""Science Fiction"", ""Thriller""] [""Ingenious Media"", ""Twentieth Century Fox Film Corporation"", ""Gotham Group"", ""Dayday Films"", ""Temple Hill Entertainment"", ""TSG Entertainment""] [""Ingenious Media"", ""Twentieth Century Fox Film Corporation"", ""Gotham Group"", ""Dayday Films"", ""Temple Hill Entertainment"", ""TSG Entertainment""] [] nan The Maze Runner"
239573,Unfinished Business,MOVIE,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit.",2015,,91.0,"[""Comedy""]",[],,"[""Studio Babelsberg"", ""Regency Enterprises"", ""Escape Artists"", ""New Regency Pictures""]",,0,0,16.832312,5.0,"[""Vince Vaughn"", ""Dave Franco"", ""James Marsden"", ""June Diane Raphael"", ""Sienna Miller"", ""Nick Frost"", ""Tom Wilkinson"", ""Ella Anderson"", ""Anastasia Sanidopoulos Mousis"", ""Susan Garibotto"", ""Melissa McMeekin"", ""Clement von Franckenstein"", ""Jeffrey Corazzini"", ""Alyssa Mae Walsh"", ""David C. Bunners"", ""Frowin Wolter""]",Ken Scott,"A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit. A hard-working small business owner and his two associates travel to Europe to close the most important deal of their lives.  But what began as a routine business trip goes off the rails in every imaginable – and unimaginable – way, including unplanned stops at a massive sex fetish event and a global economic summit. [""Comedy""] [""Comedy""] [""Comedy""] [""Studio Babelsberg"", ""Regency Enterprises"", ""Escape Artists"", ""New Regency Pictures""] [""Studio Babelsberg"", ""Regency Enterprises"", ""Escape Artists"", ""New Regency Pictures""] [""Vince Vaughn"", ""Dave Franco"", ""James Marsden"", ""June Diane Raphael"", ""Sienna Miller"", ""Nick Frost"", ""Tom Wilkinson"", ""Ella Anderson"", ""Anastasia Sanidopoulos Mousis"", ""Susan Garibotto"", ""Melissa McMeekin"", ""Clement von Franckenstein"", ""Jeffrey Corazzini"", ""Alyssa Mae Walsh"", ""David C. Bunners"", ""Frowin Wolter""] Ken Scott Unfinished Business"
10436,The Age of Innocence,MOVIE,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",1993,,139.0,"[""Drama"", ""Romance""]",[],,"[""Columbia Pictures""]",,0,0,9.133747,7.0,"[""Daniel Day-Lewis"", ""Michelle Pfeiffer"", ""Winona Ryder"", ""Alexis Smith"", ""Geraldine Chaplin"", ""Jonathan Pryce"", ""Linda Faye Farkas"", ""Michael Rees Davis"", ""Terry Cook"", ""Jon Garrison"", ""Richard E. Grant"", ""Alec McCowen"", ""Mary Beth Hurt"", ""Stuart Wilson"", ""Howard Erskine"", ""John McLoughlin"", ""Christopher Nilsson"", ""Miriam Margolyes"", ""Si\u00e2n Phillips"", ""Carolyn Farina"", ""Michael Gough"", ""Joanne Woodward"", ""Robert Sean Leonard"", ""June Squibb""]",Martin Scorsese,"Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin. Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin. [""Drama"", ""Romance""] [""Drama"", ""Romance""] [""Drama"", ""Romance""] [""Columbia Pictures""] [""Columbia Pictures""] [""Daniel Day-Lewis"", ""Michelle Pfeiffer"", ""Winona Ryder"", ""Alexis Smith"", ""Geraldine Chaplin"", ""Jonathan Pryce"", ""Linda Faye Farkas"", ""Michael Rees Davis"", ""Terry Cook"", ""Jon Garrison"", ""Richard E. Grant"", ""Alec McCowen"", ""Mary Beth Hurt"", ""Stuart Wilson"", ""Howard Erskine"", ""John McLoughlin"", ""Christopher Nilsson"", ""Miriam Margolyes"", ""Si\u00e2n Phillips"", ""Carolyn Farina"", ""Michael Gough"", ""Joanne Woodward"", ""Robert Sean Leonard"", ""June Squibb""] Martin Scorsese The Age of Innocence"
