id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,production_companies,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
41154,Men in Black 3,MOVIE,"Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind.",2012,,106.0,"[""Action"", ""Comedy"", ""Science Fiction""]",[],,"[""Amblin Entertainment"", ""Media Magik Entertainment"", ""Imagenation Abu Dhabi FZ"", ""Hemisphere Media Capital"", ""Parkes/MacDonald Productions""]",,0,0,52.035179,6.2
122917,The Hobbit: The Battle of the Five Armies,MOVIE,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2014,,144.0,"[""Action"", ""Adventure"", ""Fantasy""]",[],,"[""WingNut Films"", ""New Line Cinema"", ""Warner Bros. Pictures"", ""3Foot7"", ""Metro-Goldwyn-Mayer (MGM)""]",,0,0,120.965743,7.1
1930,The Amazing Spider-Man,MOVIE,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",2012,,136.0,"[""Action"", ""Adventure"", ""Fantasy""]",[],,"[""Columbia Pictures"", ""Laura Ziskin Productions"", ""Marvel Entertainment""]",,0,0,89.866276,6.5
20662,Robin Hood,MOVIE,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",2010,,140.0,"[""Action"", ""Adventure""]",[],,"[""Imagine Entertainment"", ""Universal Pictures"", ""Scott Free Productions"", ""Relativity Media""]",,0,0,37.668301,6.2
57158,The Hobbit: The Desolation of Smaug,MOVIE,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013,,161.0,"[""Adventure"", ""Fantasy""]",[],,"[""WingNut Films"", ""New Line Cinema"", ""Warner Bros. Pictures"", ""Metro-Goldwyn-Mayer (MGM)""]",,0,0,94.370564,7.6
2268,The Golden Compass,MOVIE,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",2007,,113.0,"[""Adventure"", ""Fantasy""]",[],,"[""New Line Cinema"", ""Ingenious Film Partners"", ""Depth of Field"", ""Scholastic Productions""]",,0,0,42.990906,5.8
254,King Kong,MOVIE,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",2005,,187.0,"[""Adventure"", ""Drama"", ""Action""]",[],,"[""WingNut Films"", ""Universal Pictures"", ""Big Primate Pictures"", ""MFPV Film""]",,0,0,61.22601,6.6
597,Titanic,MOVIE,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",1997,,194.0,"[""Drama"", ""Romance"", ""Thriller""]",[],,"[""Paramount Pictures"", ""Twentieth Century Fox Film Corporation"", ""Lightstorm Entertainment""]",,0,0,100.025899,7.5
271110,Captain America: Civil War,MOVIE,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",2016,,147.0,"[""Adventure"", ""Action"", ""Science Fiction""]",[],,"[""Studio Babelsberg"", ""Marvel Studios"", ""Walt Disney Studios Motion Pictures"", ""Vita-Ray Dutch Productions (III)"", ""Deluxe Digital Studios""]",,0,0,198.372395,7.1
44833,Battleship,MOVIE,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",2012,,131.0,"[""Thriller"", ""Action"", ""Adventure"", ""Science Fiction""]",[],,"[""Universal Pictures"", ""Hasbro"", ""Bluegrass Films"", ""Film 44""]",,0,0,64.928382,5.5
135397,Jurassic World,MOVIE,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.",2015,,124.0,"[""Action"", ""Adventure"", ""Science Fiction"", ""Thriller""]",[],,"[""Universal Studios"", ""Amblin Entertainment"", ""Legendary Pictures"", ""Fuji Television Network"", ""Dentsu""]",,0,0,418.708552,6.5
37724,Skyfall,MOVIE,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves.",2012,,143.0,"[""Action"", ""Adventure"", ""Thriller""]",[],,"[""Columbia Pictures""]",,0,0,93.004993,6.9
558,Spider-Man 2,MOVIE,"Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood.",2004,,127.0,"[""Action"", ""Adventure"", ""Fantasy""]",[],,"[""Columbia Pictures"", ""Laura Ziskin Productions"", ""Marvel Enterprises""]",,0,0,35.149586,6.7
68721,Iron Man 3,MOVIE,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2013,,130.0,"[""Action"", ""Adventure"", ""Science Fiction""]",[],,"[""Marvel Studios""]",,0,0,77.68208,6.8
12155,Alice in Wonderland,MOVIE,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.",2010,,108.0,"[""Family"", ""Fantasy"", ""Adventure""]",[],,"[""Walt Disney Pictures"", ""Team Todd"", ""Tim Burton Productions"", ""Roth Films"", ""Zanuck Company, The""]",,0,0,78.530105,6.4
36668,X-Men: The Last Stand,MOVIE,"When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto.",2006,,104.0,"[""Adventure"", ""Action"", ""Science Fiction"", ""Thriller""]",[],,[],,0,0,3.857526,6.3
62211,Monsters University,MOVIE,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,2013,,104.0,"[""Animation"", ""Family""]",[],,"[""Walt Disney Pictures"", ""Pixar Animation Studios""]",,0,0,89.186492,7.0
8373,Transformers: Revenge of the Fallen,MOVIE,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2009,,150.0,"[""Science Fiction"", ""Action"", ""Adventure""]",[],,"[""Paramount Pictures"", ""DreamWorks SKG"", ""Amblin Entertainment"", ""Di Bonaventura Pictures"", ""Platinum Dunes"", ""Hasbro Studios"", ""Revolution Sun Studios""]",,0,0,21.939663,6.0
91314,Transformers: Age of Extinction,MOVIE,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",2014,,165.0,"[""Science Fiction"", ""Action"", ""Adventure""]",[],,"[""Paramount Pictures"", ""Amblin Entertainment"", ""Di Bonaventura Pictures"", ""Platinum Dunes"", ""China Movie Channel"", ""Hasbro Studios"", ""Ian Bryce Productions"", ""Revolution Sun Studios""]",,0,0,116.840296,5.8
68728,Oz: The Great and Powerful,MOVIE,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",2013,,130.0,"[""Fantasy"", ""Adventure"", ""Family""]",[],,"[""Walt Disney Pictures"", ""Roth Films""]",,0,0,46.985445,5.7
102382,The Amazing Spider-Man 2,MOVIE,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",2014,,142.0,"[""Action"", ""Adventure"", ""Fantasy""]",[],,"[""Columbia Pictures"", ""Marvel Enterprises"", ""Avi Arad Productions"", ""Matt Tolmach Productions""]",,0,0,89.270217,6.5
20526,TRON: Legacy,MOVIE,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",2010,,125.0,"[""Adventure"", ""Action"", ""Science Fiction""]",[],,"[""Walt Disney Pictures"", ""LivePlanet"", ""Prana Studios"", ""Sean Bailey Productions"", ""Revolution Sun Studios"", ""Kontsept Film Company""]",,0,0,73.79505,6.3
49013,Cars 2,MOVIE,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,2011,,106.0,"[""Animation"", ""Family"", ""Adventure"", ""Comedy""]",[],,"[""Walt Disney Pictures"", ""Pixar Animation Studios""]",,0,0,49.98659,5.8
44912,Green Lantern,MOVIE,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",2011,,114.0,"[""Adventure"", ""Action"", ""Thriller"", ""Science Fiction""]",[],,"[""De Line Pictures"", ""Warner Bros."", ""DC Entertainment""]",,0,0,51.872839,5.1
10193,Toy Story 3,MOVIE,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2010,,103.0,"[""Animation"", ""Family"", ""Comedy""]",[],,"[""Walt Disney Pictures"", ""Pixar Animation Studios""]",,0,0,59.995418,7.6
534,Terminator Salvation,MOVIE,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",2009,,115.0,"[""Action"", ""Science Fiction"", ""Thriller""]",[],,"[""Columbia Pictures"", ""The Halcyon Company"", ""Wonderland Sound and Vision"", ""Warner Bros.""]",,0,0,71.862892,5.9
168259,Furious 7,MOVIE,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015,,137.0,"[""Action""]",[],,"[""Universal Pictures"", ""Original Film"", ""Fuji Television Network"", ""Dentsu"", ""One Race Films"", ""China Film Co."", ""Québec Production Services Tax Credit"", ""Media Rights Capital (MRC)"", ""Abu Dhabi Film Commission"", ""Colorado Office of Film, Television & Media""]",,0,0,102.322217,7.3
72190,World War Z,MOVIE,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013,,116.0,"[""Action"", ""Drama"", ""Horror"", ""Science Fiction"", ""Thriller""]",[],,"[""Paramount Pictures"", ""GK Films"", ""Skydance Productions"", ""Hemisphere Media Capital"", ""Apparatus Productions"", ""Latina Pictures"", ""2DUX²""]",,0,0,81.834855,6.7
127585,X-Men: Days of Future Past,MOVIE,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,2014,,131.0,"[""Action"", ""Adventure"", ""Fantasy"", ""Science Fiction""]",[],,[],,0,0,118.078691,7.5
54138,Star Trek Into Darkness,MOVIE,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",2013,,132.0,"[""Action"", ""Adventure"", ""Science Fiction""]",[],,"[""Paramount Pictures"", ""Skydance Productions"", ""Bad Robot"", ""Kurtzman/Orci""]",,0,0,78.291018,7.4
81005,Jack the Giant Slayer,MOVIE,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself.",2013,,114.0,"[""Action"", ""Family"", ""Fantasy""]",[],,"[""New Line Cinema"", ""Original Film"", ""Legendary Pictures"", ""Warner Bros."", ""Big Kid Pictures"", ""Bad Hat Harry Productions""]",,0,0,43.349855,5.5
64682,The Great Gatsby,MOVIE,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",2013,,143.0,"[""Drama"", ""Romance""]",[],,"[""Village Roadshow Pictures"", ""Bazmark Films"", ""Warner Bros."", ""A&E Television Networks"", ""Red Wagon Entertainment"", ""Spectrum Films""]",,0,0,61.196071,7.3
9543,Prince of Persia: The Sands of Time,MOVIE,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",2010,,116.0,"[""Adventure"", ""Fantasy"", ""Action"", ""Romance""]",[],,"[""Walt Disney Pictures"", ""Jerry Bruckheimer Films""]",,0,0,62.169881,6.2
68726,Pacific Rim,MOVIE,"When legions of monstrous creatures, known as Kaiju, started rising from the sea, a war began that would take millions of lives and consume humanity's resources for years on end. To combat the giant Kaiju, a special type of weapon was devised: massive robots, called Jaegers, which are controlled simultaneously by two pilots whose minds are locked in a neural bridge. But even the Jaegers are proving nearly defenseless in the face of the relentless Kaiju. On the verge of defeat, the forces defending mankind have no choice but to turn to two unlikely heroes—a washed-up former pilot (Charlie Hunnam) and an untested trainee (Rinko Kikuchi)—who are teamed to drive a legendary but seemingly obsolete Jaeger from the past. Together, they stand as mankind's last hope against the mounting apocalypse.",2013,,131.0,"[""Action"", ""Science Fiction"", ""Adventure""]",[],,"[""Legendary Pictures"", ""Warner Bros."", ""Disney Double Dare You (DDY)"", ""Indochina Productions""]",,0,0,56.523205,6.7
38356,Transformers: Dark of the Moon,MOVIE,"Sam Witwicky takes his first tenuous steps into adulthood while remaining a reluctant human ally of Autobot-leader Optimus Prime. The film centers around the space race between the USSR and the USA, suggesting there was a hidden Transformers role in it all that remains one of the planet's most dangerous secrets.",2011,,154.0,"[""Action"", ""Science Fiction"", ""Adventure""]",[],,"[""Paramount Pictures"", ""Di Bonaventura Pictures"", ""Indochina Productions"", ""Hasbro Studios""]",,0,0,28.529607,6.1
217,Indiana Jones and the Kingdom of the Crystal Skull,MOVIE,"Set during the Cold War, the Soviets – led by sword-wielding Irina Spalko – are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend – and Indy's colleague – Professor Oxley has been captured for his knowledge of the skull's whereabouts.",2008,,122.0,"[""Adventure"", ""Action""]",[],,"[""Lucasfilm"", ""Paramount Pictures""]",,0,0,75.674458,5.7
105864,The Good Dinosaur,MOVIE,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,2015,,93.0,"[""Adventure"", ""Animation"", ""Family""]",[],,"[""Walt Disney Pictures"", ""Pixar Animation Studios""]",,0,0,51.692953,6.6
62177,Brave,MOVIE,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",2012,,93.0,"[""Animation"", ""Adventure"", ""Comedy"", ""Family"", ""Action"", ""Fantasy""]",[],,"[""Walt Disney Pictures"", ""Pixar Animation Studios""]",,0,0,125.114374,6.7
188927,Star Trek Beyond,MOVIE,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",2016,,122.0,"[""Action"", ""Adventure"", ""Science Fiction""]",[],,"[""Paramount Pictures"", ""Bad Robot"", ""Perfect Storm Entertainment"", ""Alibaba Pictures Group"", ""Skydance Media"", ""Sneaky Shark"", ""Huahua Media""]",,0,0,65.352913,6.6
